CountryName,CountryCode,Region,IncomeGroup,SpecialNotes,Date,UnempRate,avgRateperCountry
Croatia,HRV,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate entered into force on January 1, 2023: 1 euro = 7.53450 Croatian kuna. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries.",2007,9.909,11.42202941
Croatia,HRV,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate entered into force on January 1, 2023: 1 euro = 7.53450 Croatian kuna. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries.",2008,8.53,11.42202941
Croatia,HRV,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate entered into force on January 1, 2023: 1 euro = 7.53450 Croatian kuna. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries.",2009,9.202,11.42202941
Croatia,HRV,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate entered into force on January 1, 2023: 1 euro = 7.53450 Croatian kuna. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries.",2010,11.62,11.42202941
Croatia,HRV,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate entered into force on January 1, 2023: 1 euro = 7.53450 Croatian kuna. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries.",2011,13.678,11.42202941
Croatia,HRV,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate entered into force on January 1, 2023: 1 euro = 7.53450 Croatian kuna. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries.",2012,15.935,11.42202941
Croatia,HRV,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate entered into force on January 1, 2023: 1 euro = 7.53450 Croatian kuna. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries.",2013,17.251,11.42202941
Croatia,HRV,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate entered into force on January 1, 2023: 1 euro = 7.53450 Croatian kuna. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries.",2014,17.29,11.42202941
Croatia,HRV,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate entered into force on January 1, 2023: 1 euro = 7.53450 Croatian kuna. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries.",2015,16.175,11.42202941
Croatia,HRV,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate entered into force on January 1, 2023: 1 euro = 7.53450 Croatian kuna. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries.",2016,13.103,11.42202941
Croatia,HRV,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate entered into force on January 1, 2023: 1 euro = 7.53450 Croatian kuna. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries.",2017,11.208,11.42202941
Croatia,HRV,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate entered into force on January 1, 2023: 1 euro = 7.53450 Croatian kuna. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries.",2018,8.432,11.42202941
Croatia,HRV,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate entered into force on January 1, 2023: 1 euro = 7.53450 Croatian kuna. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries.",2019,6.617,11.42202941
Croatia,HRV,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate entered into force on January 1, 2023: 1 euro = 7.53450 Croatian kuna. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries.",2020,7.507,11.42202941
Croatia,HRV,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate entered into force on January 1, 2023: 1 euro = 7.53450 Croatian kuna. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries.",2021,7.608,11.42202941
Croatia,HRV,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate entered into force on January 1, 2023: 1 euro = 7.53450 Croatian kuna. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries.",2022,6.96,11.42202941
Croatia,HRV,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate entered into force on January 1, 2023: 1 euro = 7.53450 Croatian kuna. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries.",2023,6.086,11.42202941
Croatia,HRV,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate entered into force on January 1, 2023: 1 euro = 7.53450 Croatian kuna. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries.",2024,5.236,11.42202941
Cuba,CUB,Latin America & Caribbean,Upper middle income,,1991,8.311,3.841441176
Cuba,CUB,Latin America & Caribbean,Upper middle income,,1992,8.778,3.841441176
Cuba,CUB,Latin America & Caribbean,Upper middle income,,1993,9.261,3.841441176
Cuba,CUB,Latin America & Caribbean,Upper middle income,,1994,8.801,3.841441176
Cuba,CUB,Latin America & Caribbean,Upper middle income,,1995,8.27,3.841441176
Cuba,CUB,Latin America & Caribbean,Upper middle income,,1996,7.61,3.841441176
Cuba,CUB,Latin America & Caribbean,Upper middle income,,1997,7.1,3.841441176
Cuba,CUB,Latin America & Caribbean,Upper middle income,,1998,6.23,3.841441176
Cuba,CUB,Latin America & Caribbean,Upper middle income,,1999,6.26,3.841441176
Cuba,CUB,Latin America & Caribbean,Upper middle income,,2000,5.45,3.841441176
Cuba,CUB,Latin America & Caribbean,Upper middle income,,2001,4.08,3.841441176
Cuba,CUB,Latin America & Caribbean,Upper middle income,,2002,3.31,3.841441176
Cuba,CUB,Latin America & Caribbean,Upper middle income,,2003,2.33,3.841441176
Cuba,CUB,Latin America & Caribbean,Upper middle income,,2004,1.854,3.841441176
Cuba,CUB,Latin America & Caribbean,Upper middle income,,2005,1.95,3.841441176
Cuba,CUB,Latin America & Caribbean,Upper middle income,,2006,1.913,3.841441176
Cuba,CUB,Latin America & Caribbean,Upper middle income,,2007,1.788,3.841441176
Cuba,CUB,Latin America & Caribbean,Upper middle income,,2008,1.583,3.841441176
Cuba,CUB,Latin America & Caribbean,Upper middle income,,2009,1.67,3.841441176
Cuba,CUB,Latin America & Caribbean,Upper middle income,,2010,2.5,3.841441176
Cuba,CUB,Latin America & Caribbean,Upper middle income,,2011,3.18,3.841441176
Cuba,CUB,Latin America & Caribbean,Upper middle income,,2012,3.46,3.841441176
Cuba,CUB,Latin America & Caribbean,Upper middle income,,2013,3.29,3.841441176
Cuba,CUB,Latin America & Caribbean,Upper middle income,,2014,2.7,3.841441176
Cuba,CUB,Latin America & Caribbean,Upper middle income,,2015,2.4,3.841441176
Cuba,CUB,Latin America & Caribbean,Upper middle income,,2016,2,3.841441176
Cuba,CUB,Latin America & Caribbean,Upper middle income,,2017,1.7,3.841441176
Cuba,CUB,Latin America & Caribbean,Upper middle income,,2018,1.7,3.841441176
Cuba,CUB,Latin America & Caribbean,Upper middle income,,2019,1.705,3.841441176
Cuba,CUB,Latin America & Caribbean,Upper middle income,,2020,2.24,3.841441176
Cuba,CUB,Latin America & Caribbean,Upper middle income,,2021,2.116,3.841441176
Cuba,CUB,Latin America & Caribbean,Upper middle income,,2022,1.82,3.841441176
Cuba,CUB,Latin America & Caribbean,Upper middle income,,2023,1.719,3.841441176
Cuba,CUB,Latin America & Caribbean,Upper middle income,,2024,1.53,3.841441176
Cyprus,CYP,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate entered into force on January 1, 2008: 1 euro = 0.585274 Cyprus pounds. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries.",1991,3,6.479
Cyprus,CYP,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate entered into force on January 1, 2008: 1 euro = 0.585274 Cyprus pounds. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries.",1992,2.09,6.479
Cyprus,CYP,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate entered into force on January 1, 2008: 1 euro = 0.585274 Cyprus pounds. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries.",1993,2.7,6.479
Cyprus,CYP,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate entered into force on January 1, 2008: 1 euro = 0.585274 Cyprus pounds. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries.",1994,2.7,6.479
Cyprus,CYP,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate entered into force on January 1, 2008: 1 euro = 0.585274 Cyprus pounds. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries.",1995,2.6,6.479
Cyprus,CYP,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate entered into force on January 1, 2008: 1 euro = 0.585274 Cyprus pounds. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries.",1996,3.1,6.479
Cyprus,CYP,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate entered into force on January 1, 2008: 1 euro = 0.585274 Cyprus pounds. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries.",1997,3.4,6.479
Cyprus,CYP,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate entered into force on January 1, 2008: 1 euro = 0.585274 Cyprus pounds. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries.",1998,3.3,6.479
Cyprus,CYP,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate entered into force on January 1, 2008: 1 euro = 0.585274 Cyprus pounds. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries.",1999,5.532,6.479
Cyprus,CYP,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate entered into force on January 1, 2008: 1 euro = 0.585274 Cyprus pounds. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries.",2000,4.766,6.479
Cyprus,CYP,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate entered into force on January 1, 2008: 1 euro = 0.585274 Cyprus pounds. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries.",2001,4.043,6.479
Cyprus,CYP,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate entered into force on January 1, 2008: 1 euro = 0.585274 Cyprus pounds. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries.",2002,3.336,6.479
Cyprus,CYP,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate entered into force on January 1, 2008: 1 euro = 0.585274 Cyprus pounds. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries.",2003,4.153,6.479
Cyprus,CYP,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate entered into force on January 1, 2008: 1 euro = 0.585274 Cyprus pounds. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries.",2004,4.77,6.479
Cyprus,CYP,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate entered into force on January 1, 2008: 1 euro = 0.585274 Cyprus pounds. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries.",2005,5.481,6.479
Cyprus,CYP,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate entered into force on January 1, 2008: 1 euro = 0.585274 Cyprus pounds. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries.",2006,4.593,6.479
Cyprus,CYP,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate entered into force on January 1, 2008: 1 euro = 0.585274 Cyprus pounds. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries.",2007,3.946,6.479
Cyprus,CYP,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate entered into force on January 1, 2008: 1 euro = 0.585274 Cyprus pounds. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries.",2008,3.756,6.479
Cyprus,CYP,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate entered into force on January 1, 2008: 1 euro = 0.585274 Cyprus pounds. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries.",2009,5.594,6.479
Cyprus,CYP,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate entered into force on January 1, 2008: 1 euro = 0.585274 Cyprus pounds. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries.",2010,6.359,6.479
Cyprus,CYP,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate entered into force on January 1, 2008: 1 euro = 0.585274 Cyprus pounds. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries.",2011,7.942,6.479
Cyprus,CYP,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate entered into force on January 1, 2008: 1 euro = 0.585274 Cyprus pounds. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries.",2012,12.097,6.479
Cyprus,CYP,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate entered into force on January 1, 2008: 1 euro = 0.585274 Cyprus pounds. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries.",2013,16.131,6.479
Cyprus,CYP,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate entered into force on January 1, 2008: 1 euro = 0.585274 Cyprus pounds. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries.",2014,16.277,6.479
Cyprus,CYP,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate entered into force on January 1, 2008: 1 euro = 0.585274 Cyprus pounds. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries.",2015,15.026,6.479
Cyprus,CYP,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate entered into force on January 1, 2008: 1 euro = 0.585274 Cyprus pounds. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries.",2016,13.006,6.479
Cyprus,CYP,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate entered into force on January 1, 2008: 1 euro = 0.585274 Cyprus pounds. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries.",2017,11.155,6.479
Cyprus,CYP,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate entered into force on January 1, 2008: 1 euro = 0.585274 Cyprus pounds. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries.",2018,8.504,6.479
Cyprus,CYP,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate entered into force on January 1, 2008: 1 euro = 0.585274 Cyprus pounds. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries.",2019,7.155,6.479
Cyprus,CYP,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate entered into force on January 1, 2008: 1 euro = 0.585274 Cyprus pounds. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries.",2020,7.755,6.479
Cyprus,CYP,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate entered into force on January 1, 2008: 1 euro = 0.585274 Cyprus pounds. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries.",2021,7.513,6.479
Cyprus,CYP,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate entered into force on January 1, 2008: 1 euro = 0.585274 Cyprus pounds. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries.",2022,6.806,6.479
Cyprus,CYP,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate entered into force on January 1, 2008: 1 euro = 0.585274 Cyprus pounds. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries.",2023,6.098,6.479
Cyprus,CYP,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate entered into force on January 1, 2008: 1 euro = 0.585274 Cyprus pounds. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries.",2024,5.602,6.479
Czechia,CZE,Europe & Central Asia,High income,,1991,2.27,5.170647059
Czechia,CZE,Europe & Central Asia,High income,,1992,2.6,5.170647059
Czechia,CZE,Europe & Central Asia,High income,,1993,4.349,5.170647059
Czechia,CZE,Europe & Central Asia,High income,,1994,4.284,5.170647059
Czechia,CZE,Europe & Central Asia,High income,,1995,4.082,5.170647059
Czechia,CZE,Europe & Central Asia,High income,,1996,3.852,5.170647059
Czechia,CZE,Europe & Central Asia,High income,,1997,4.674,5.170647059
Czechia,CZE,Europe & Central Asia,High income,,1998,6.455,5.170647059
Czechia,CZE,Europe & Central Asia,High income,,1999,8.702,5.170647059
Czechia,CZE,Europe & Central Asia,High income,,2000,8.764,5.170647059
Czechia,CZE,Europe & Central Asia,High income,,2001,8.128,5.170647059
Czechia,CZE,Europe & Central Asia,High income,,2002,7.28,5.170647059
Czechia,CZE,Europe & Central Asia,High income,,2003,7.777,5.170647059
Czechia,CZE,Europe & Central Asia,High income,,2004,8.298,5.170647059
Czechia,CZE,Europe & Central Asia,High income,,2005,7.927,5.170647059
Czechia,CZE,Europe & Central Asia,High income,,2006,7.141,5.170647059
Czechia,CZE,Europe & Central Asia,High income,,2007,5.316,5.170647059
Czechia,CZE,Europe & Central Asia,High income,,2008,4.392,5.170647059
Czechia,CZE,Europe & Central Asia,High income,,2009,6.662,5.170647059
Czechia,CZE,Europe & Central Asia,High income,,2010,7.281,5.170647059
Czechia,CZE,Europe & Central Asia,High income,,2011,6.712,5.170647059
Czechia,CZE,Europe & Central Asia,High income,,2012,6.979,5.170647059
Czechia,CZE,Europe & Central Asia,High income,,2013,6.953,5.170647059
Czechia,CZE,Europe & Central Asia,High income,,2014,6.108,5.170647059
Czechia,CZE,Europe & Central Asia,High income,,2015,5.048,5.170647059
Czechia,CZE,Europe & Central Asia,High income,,2016,3.952,5.170647059
Czechia,CZE,Europe & Central Asia,High income,,2017,2.893,5.170647059
Czechia,CZE,Europe & Central Asia,High income,,2018,2.246,5.170647059
Czechia,CZE,Europe & Central Asia,High income,,2019,2.015,5.170647059
Czechia,CZE,Europe & Central Asia,High income,,2020,2.55,5.170647059
Czechia,CZE,Europe & Central Asia,High income,,2021,2.803,5.170647059
Czechia,CZE,Europe & Central Asia,High income,,2022,2.224,5.170647059
Czechia,CZE,Europe & Central Asia,High income,,2023,2.579,5.170647059
Czechia,CZE,Europe & Central Asia,High income,,2024,2.506,5.170647059
Denmark,DNK,Europe & Central Asia,High income,,1991,9.099,6.002911765
Denmark,DNK,Europe & Central Asia,High income,,1992,9.027,6.002911765
Denmark,DNK,Europe & Central Asia,High income,,1993,10.719,6.002911765
Denmark,DNK,Europe & Central Asia,High income,,1994,8.036,6.002911765
Denmark,DNK,Europe & Central Asia,High income,,1995,6.992,6.002911765
Denmark,DNK,Europe & Central Asia,High income,,1996,6.844,6.002911765
Denmark,DNK,Europe & Central Asia,High income,,1997,5.4,6.002911765
Denmark,DNK,Europe & Central Asia,High income,,1998,5.039,6.002911765
Denmark,DNK,Europe & Central Asia,High income,,1999,5.141,6.002911765
Denmark,DNK,Europe & Central Asia,High income,,2000,4.476,6.002911765
Denmark,DNK,Europe & Central Asia,High income,,2001,4.164,6.002911765
Denmark,DNK,Europe & Central Asia,High income,,2002,4.274,6.002911765
Denmark,DNK,Europe & Central Asia,High income,,2003,5.398,6.002911765
Denmark,DNK,Europe & Central Asia,High income,,2004,5.204,6.002911765
Denmark,DNK,Europe & Central Asia,High income,,2005,4.83,6.002911765
Denmark,DNK,Europe & Central Asia,High income,,2006,3.897,6.002911765
Denmark,DNK,Europe & Central Asia,High income,,2007,3.801,6.002911765
Denmark,DNK,Europe & Central Asia,High income,,2008,3.683,6.002911765
Denmark,DNK,Europe & Central Asia,High income,,2009,6.409,6.002911765
Denmark,DNK,Europe & Central Asia,High income,,2010,7.746,6.002911765
Denmark,DNK,Europe & Central Asia,High income,,2011,7.769,6.002911765
Denmark,DNK,Europe & Central Asia,High income,,2012,7.798,6.002911765
Denmark,DNK,Europe & Central Asia,High income,,2013,7.384,6.002911765
Denmark,DNK,Europe & Central Asia,High income,,2014,6.925,6.002911765
Denmark,DNK,Europe & Central Asia,High income,,2015,6.278,6.002911765
Denmark,DNK,Europe & Central Asia,High income,,2016,5.989,6.002911765
Denmark,DNK,Europe & Central Asia,High income,,2017,5.833,6.002911765
Denmark,DNK,Europe & Central Asia,High income,,2018,5.131,6.002911765
Denmark,DNK,Europe & Central Asia,High income,,2019,5.018,6.002911765
Denmark,DNK,Europe & Central Asia,High income,,2020,5.637,6.002911765
Denmark,DNK,Europe & Central Asia,High income,,2021,5.043,6.002911765
Denmark,DNK,Europe & Central Asia,High income,,2022,4.434,6.002911765
Denmark,DNK,Europe & Central Asia,High income,,2023,5.094,6.002911765
Denmark,DNK,Europe & Central Asia,High income,,2024,5.587,6.002911765
Djibouti,DJI,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,,1991,25.669,26.49297059
Djibouti,DJI,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,,1992,25.985,26.49297059
Djibouti,DJI,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,,1993,26.728,26.49297059
Djibouti,DJI,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,,1994,27.103,26.49297059
Djibouti,DJI,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,,1995,27.279,26.49297059
Djibouti,DJI,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,,1996,27.153,26.49297059
Djibouti,DJI,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,,1997,27.156,26.49297059
Djibouti,DJI,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,,1998,27.013,26.49297059
Djibouti,DJI,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,,1999,26.74,26.49297059
Djibouti,DJI,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,,2000,26.664,26.49297059
Djibouti,DJI,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,,2001,26.599,26.49297059
Djibouti,DJI,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,,2002,26.59,26.49297059
Djibouti,DJI,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,,2003,26.488,26.49297059
Djibouti,DJI,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,,2004,26.446,26.49297059
Djibouti,DJI,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,,2005,26.452,26.49297059
Djibouti,DJI,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,,2006,26.387,26.49297059
Djibouti,DJI,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,,2007,26.3,26.49297059
Djibouti,DJI,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,,2008,26.194,26.49297059
Djibouti,DJI,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,,2009,26.33,26.49297059
Djibouti,DJI,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,,2010,26.371,26.49297059
Djibouti,DJI,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,,2011,26.314,26.49297059
Djibouti,DJI,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,,2012,26.187,26.49297059
Djibouti,DJI,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,,2013,26.157,26.49297059
Djibouti,DJI,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,,2014,26.173,26.49297059
Djibouti,DJI,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,,2015,26.07,26.49297059
Djibouti,DJI,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,,2016,25.992,26.49297059
Djibouti,DJI,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,,2017,26.064,26.49297059
Djibouti,DJI,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,,2018,26.184,26.49297059
Djibouti,DJI,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,,2019,26.256,26.49297059
Djibouti,DJI,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,,2020,27.713,26.49297059
Djibouti,DJI,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,,2021,27.668,26.49297059
Djibouti,DJI,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,,2022,26.307,26.49297059
Djibouti,DJI,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,,2023,26.154,26.49297059
Djibouti,DJI,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,,2024,25.875,26.49297059
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,,1991,6.907,6.318823529
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,,1992,6.7,6.318823529
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,,1993,6.331,6.318823529
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,,1994,6.29,6.318823529
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,,1995,6.45,6.318823529
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,,1996,6.496,6.318823529
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,,1997,6.324,6.318823529
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,,1998,6.301,6.318823529
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,,1999,6.308,6.318823529
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,,2000,6.432,6.318823529
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,,2001,7.262,6.318823529
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,,2002,6.779,6.318823529
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,,2003,6.938,6.318823529
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,,2004,6.303,6.318823529
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,,2005,6.587,6.318823529
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,,2006,5.654,6.318823529
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,,2007,5.158,6.318823529
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,,2008,4.764,6.318823529
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,,2009,5.467,6.318823529
